transaction_item_id,order_id,customer_id,restaurant_name,meal_name,category,rating,review_text,sentiment_label,delivery_time,food_preparation_time,cost_of_the_order,order_date
TI000183,ORD00070,C0028,Burger Barn,Coke,Drink,4.0,"The food arrived hot and fresh, exceeded my expectations.",positive,43.0,30.0,11.25,2024-08-09
TI000184,ORD00071,C0070,Noodle Nest,Pad Thai,Main,4.0,Highly satisfied with the taste and delivery speed.,positive,71.0,27.0,17.53,2024-11-11
TI000185,ORD00071,C0070,Noodle Nest,Dumpling,Side,4.0,Highly satisfied with the taste and delivery speed.,positive,71.0,,17.53,2024-11-11
TI000186,ORD00072,C0023,Wrap World,Beef Wrap,Main,4.0,"Fresh ingredients and great presentation, loved it.",positive,48.0,17.0,13.47,2024-05-22
TI000187,ORD00072,C0023,Wrap World,Fries,Side,4.0,"Fresh ingredients and great presentation, loved it.",positive,48.0,17.0,13.47,2024-05-22
TI000188,ORD00072,C0023,Wrap World,Coke,Drink,4.0,"Fresh ingredients and great presentation, loved it.",positive,48.0,17.0,13.47,2024-05-22
TI000189,ORD00073,C0047,Noodle Nest,Udon,Main,4.0,"Wonderful experience, the food was restaurant-quality.",positive,33.0,21.0,18.57,2024-09-06
TI000190,ORD00073,C0047,Noodle Nest,Spring Rolls,Side,4.0,"Wonderful experience, the food was restaurant-quality.",positive,33.0,21.0,18.57,2024-09-06
TI000191,ORD00073,C0047,Noodle Nest,Jasmine Tea,Drink,4.0,"Wonderful experience, the food was restaurant-quality.",positive,,21.0,18.57,2024-09-06
TI000192,ORD00074,C0022,Wrap World,Falafel Wrap,Main,5.0,Superb quality! The meal was warm and delicious.,positive,66.0,23.0,10.46,2024-05-03
TI000193,ORD00074,C0022,Wrap World,Fries,Side,5.0,Superb quality! The meal was warm and delicious.,positive,66.0,23.0,10.46,2024-05-03
TI000194,ORD00075,C0005,Salad Station,Greek Salad,Side,3.0,"Typical food, delivery was on schedule.",neutral,38.0,17.0,16.78,2024-02-17
TI000195,ORD00075,C0005,Salad Station,Avocado Toast,Main,3.0,"Typical food, delivery was on schedule.",neutral,38.0,17.0,16.78,2024-02-17
TI000196,ORD00075,C0005,Salad Station,Smoothie,Drink,3.0,"Typical food, delivery was on schedule.",neutral,38.0,17.0,16.78,2024-02-17
TI000197,ORD00076,C0089,Taco Town,Beef Taco,Main,5.0,Quick delivery and the food tasted fantastic!,positive,67.0,27.0,11.63,2024-08-05
TI000198,ORD00076,C0089,Taco Town,Chicken Taco,Main,5.0,Quick delivery and the food tasted fantastic!,positive,67.0,27.0,11.63,2024-08-05
TI000199,ORD00076,C0089,Taco Town,Guacamole,Side,5.0,Quick delivery and the food tasted fantastic!,positive,67.0,27.0,11.63,2024-08-05
TI000200,ORD00077,C0050,Wrap World,Beef Wrap,Main,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,,33.0,13.04,2024-06-10
TI000201,ORD00077,C0050,Wrap World,Fries,Side,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,,33.0,13.04,2024-06-10
TI000202,ORD00077,C0050,Wrap World,Coke,Drink,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,,33.0,13.04,2024-06-10
TI000203,ORD00078,C0071,Pasta Point,Penne Arrabiata,Main,5.0,Highly satisfied with the taste and delivery speed.,positive,68.0,26.0,15.17,2024-10-28
TI000204,ORD00078,C0071,Pasta Point,Tiramisu,Dessert,5.0,Highly satisfied with the taste and delivery speed.,positive,68.0,26.0,15.17,2024-10-28
TI000205,ORD00079,C0046,Pasta Point,Fettuccine Alfredo,Main,3.0,"Food was okay, nothing too special but decent.",neutral,20.0,32.0,15.54,2024-06-03
TI000206,ORD00079,C0046,Pasta Point,Garlic Bread,Side,3.0,"Food was okay, nothing too special but decent.",neutral,20.0,32.0,15.54,2024-06-03
TI000207,ORD00079,C0046,Pasta Point,Coke,Drink,3.0,"Food was okay, nothing too special but decent.",neutral,20.0,32.0,15.54,2024-06-03
TI000208,ORD00080,C0126,Wrap World,Falafel Wrap,Main,4.0,"Outstanding food, the whole family enjoyed it.",positive,75.0,10.0,10.63,2024-02-22
TI000209,ORD00080,C0126,Wrap World,Coleslaw,Side,4.0,"Outstanding food, the whole family enjoyed it.",positive,75.0,10.0,10.63,2024-02-22
TI000210,ORD00081,C0065,Taco Town,Chicken Taco,Main,2.0,Terrible! Food smelled off and delivery was over an hour late.,negative,27.0,12.0,10.27,2024-09-01
TI000211,ORD00081,C0065,Taco Town,Guacamole,Side,2.0,Terrible! Food smelled off and delivery was over an hour late.,,27.0,12.0,10.27,2024-09-01
TI000212,ORD00081,C0065,Taco Town,Horchata,Drink,,Terrible! Food smelled off and delivery was over an hour late.,negative,27.0,,10.27,2024-09-01
TI000213,ORD00082,C0022,Burger Barn,Double Burger,Main,4.0,So good I ordered again the next day!,positive,27.0,27.0,18.99,2024-05-07
TI000214,ORD00082,C0022,Burger Barn,Fries,Side,4.0,So good I ordered again the next day!,positive,27.0,27.0,18.99,2024-05-07
TI000215,ORD00082,C0022,Burger Barn,Milkshake,Drink,4.0,So good I ordered again the next day!,positive,,27.0,18.99,2024-05-07
TI000216,ORD00082,C0022,Burger Barn,Onion Rings,Side,4.0,So good I ordered again the next day!,positive,27.0,27.0,18.99,2024-05-07
TI000217,ORD00083,C0114,Pasta Point,Penne Arrabiata,Main,4.0,"Excellent taste and fast delivery, very satisfied!",positive,75.0,28.0,13.96,2024-06-01
TI000218,ORD00083,C0114,Pasta Point,Garlic Bread,Side,4.0,"Excellent taste and fast delivery, very satisfied!",positive,75.0,28.0,13.96,2024-06-01
TI000219,ORD00084,C0026,Burger Barn,Burger,Main,2.0,"Cold food and extremely late delivery, very unhappy.",negative,60.0,16.0,10.01,2024-04-16
TI000220,ORD00084,C0026,Burger Barn,Onion Rings,Side,2.0,"Cold food and extremely late delivery, very unhappy.",negative,60.0,16.0,10.01,2024-04-16
TI000221,ORD00085,C0105,Sushi Spot,Tuna Roll,Main,1.0,"Disappointing quality, not worth the price at all.",negative,64.0,29.0,38.9,2024-08-18
TI000222,ORD00085,C0105,Sushi Spot,Dragon Roll,Main,1.0,"Disappointing quality, not worth the price at all.",negative,64.0,29.0,38.9,2024-08-18
TI000223,ORD00085,C0105,Sushi Spot,Edamame,Side,1.0,"Disappointing quality, not worth the price at all.",negative,64.0,29.0,38.9,2024-08-18
TI000224,ORD00085,C0105,Sushi Spot,Salmon Sushi,Main,1.0,"Disappointing quality, not worth the price at all.",negative,,29.0,38.9,2024-08-18
TI000225,ORD00086,C0068,Wrap World,Chicken Wrap,Main,3.0,"Average meal, met my basic expectations.",neutral,57.0,31.0,20.07,2024-11-16
TI000226,ORD00086,C0068,Wrap World,Coleslaw,Side,3.0,"Average meal, met my basic expectations.",neutral,57.0,31.0,20.07,2024-11-16
TI000227,ORD00086,C0068,Wrap World,Lemonade,Drink,3.0,"Average meal, met my basic expectations.",neutral,,31.0,20.07,2024-11-16
TI000228,ORD00086,C0068,Wrap World,Falafel Wrap,Main,3.0,"Average meal, met my basic expectations.",neutral,57.0,,20.07,2024-11-16
TI000229,ORD00087,C0037,Pasta Point,Penne Arrabiata,Main,4.0,Highly satisfied with the taste and delivery speed.,positive,23.0,15.0,15.57,2024-02-06
TI000230,ORD00087,C0037,Pasta Point,Tiramisu,Dessert,4.0,Highly satisfied with the taste and delivery speed.,positive,23.0,15.0,15.57,2024-02-06
TI000231,ORD00088,C0078,Wrap World,Chicken Wrap,Main,4.0,"Best meal I've had in a long time, highly recommend!",positive,45.0,18.0,12.97,2024-12-24
TI000232,ORD00088,C0078,Wrap World,Coleslaw,Side,4.0,"Best meal I've had in a long time, highly recommend!",positive,45.0,18.0,12.97,2024-12-24
TI000233,ORD00088,C0078,Wrap World,Lemonade,Drink,4.0,"Best meal I've had in a long time, highly recommend!",positive,45.0,18.0,12.97,2024-12-24
TI000234,ORD00089,C0065,Burger Barn,Chicken Strips,Side,5.0,"Excellent taste and fast delivery, very satisfied!",,25.0,17.0,11.39,2024-01-14
TI000235,ORD00089,C0065,Burger Barn,Fries,Side,5.0,"Excellent taste and fast delivery, very satisfied!",positive,25.0,17.0,11.39,2024-01-14
TI000236,ORD00089,C0065,Burger Barn,Coke,Drink,5.0,"Excellent taste and fast delivery, very satisfied!",positive,25.0,17.0,11.39,2024-01-14
TI000237,ORD00090,C0148,Burger Barn,Double Burger,Main,4.0,"Outstanding food, the whole family enjoyed it.",positive,68.0,34.0,11.33,2024-01-21
TI000238,ORD00090,C0148,Burger Barn,Fries,Side,,"Outstanding food, the whole family enjoyed it.",positive,68.0,34.0,11.33,2024-01-21
TI000239,ORD00091,C0112,Wrap World,Falafel Wrap,Main,4.0,"Loved every bite, the quality is consistently excellent.",positive,72.0,25.0,11.42,2024-11-21
TI000240,ORD00091,C0112,Wrap World,Coleslaw,Side,4.0,"Loved every bite, the quality is consistently excellent.",positive,72.0,25.0,11.42,2024-11-21
TI000241,ORD00092,C0042,Taco Town,Fish Taco,Main,5.0,"Loved every bite, the quality is consistently excellent.",positive,46.0,32.0,10.97,2024-06-17
TI000242,ORD00092,C0042,Taco Town,Nachos,Side,5.0,"Loved every bite, the quality is consistently excellent.",positive,46.0,32.0,10.97,2024-06-17
TI000243,ORD00093,C0083,Burger Barn,Chicken Strips,Side,5.0,,positive,69.0,22.0,14.19,2024-02-29
TI000244,ORD00093,C0083,Burger Barn,Fries,Side,5.0,Absolutely delicious! Will definitely order again.,positive,69.0,22.0,14.19,2024-02-29
TI000245,ORD00093,C0083,Burger Barn,Coke,Drink,5.0,Absolutely delicious! Will definitely order again.,,69.0,22.0,14.19,2024-02-29
TI000246,ORD00093,C0083,Burger Barn,Onion Rings,Side,5.0,Absolutely delicious! Will definitely order again.,positive,69.0,22.0,14.19,2024-02-29
TI000247,ORD00094,C0093,Salad Station,Greek Salad,Side,5.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,68.0,25.0,17.22,2024-11-14
TI000248,ORD00094,C0093,Salad Station,Avocado Toast,Main,5.0,"Amazing flavors, perfectly seasoned. Five stars!",,68.0,25.0,17.22,2024-11-14
TI000249,ORD00094,C0093,Salad Station,Smoothie,Drink,5.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,68.0,,17.22,2024-11-14
TI000250,ORD00095,C0113,Wrap World,Falafel Wrap,Main,4.0,So good I ordered again the next day!,positive,51.0,,17.03,2024-12-23
TI000251,ORD00095,C0113,Wrap World,Fries,Side,4.0,So good I ordered again the next day!,positive,51.0,13.0,17.03,2024-12-23
TI000252,ORD00095,C0113,Wrap World,Beef Wrap,Main,4.0,So good I ordered again the next day!,positive,51.0,13.0,17.03,2024-12-23
TI000253,ORD00096,C0004,Pasta Point,Penne Arrabiata,Main,5.0,"Best meal I've had in a long time, highly recommend!",positive,46.0,12.0,14.43,2024-10-09
TI000254,ORD00096,C0004,Pasta Point,Tiramisu,Dessert,5.0,"Best meal I've had in a long time, highly recommend!",positive,46.0,12.0,14.43,2024-10-09
TI000255,ORD00097,C0040,Salad Station,Greek Salad,Side,3.0,"Arrived on time, food was mediocre.",neutral,65.0,19.0,10.5,2024-09-12
TI000256,ORD00097,C0040,Salad Station,Smoothie,Drink,3.0,,neutral,65.0,19.0,10.5,2024-09-12
TI000257,ORD00098,C0038,Salad Station,Caesar Salad,Side,5.0,Highly satisfied with the taste and delivery speed.,positive,32.0,29.0,13.0,2024-07-15
TI000258,ORD00098,C0038,Salad Station,Avocado Toast,Main,5.0,,positive,32.0,29.0,13.0,2024-07-15
TI000259,ORD00099,C0107,Pizza Palace,BBQ Chicken Pizza,Main,1.0,"Not happy at all, low quality and rude service.",negative,70.0,26.0,16.51,2024-06-23
TI000260,ORD00099,C0107,Pizza Palace,Caesar Salad,Side,1.0,"Not happy at all, low quality and rude service.",negative,70.0,26.0,16.51,2024-06-23
TI000261,ORD00100,C0126,Wrap World,Falafel Wrap,Main,4.0,So good I ordered again the next day!,positive,48.0,27.0,10.45,2024-03-17
TI000262,ORD00100,C0126,Wrap World,Fries,Side,4.0,So good I ordered again the next day!,positive,48.0,27.0,10.45,2024-03-17
TI000263,ORD00101,C0049,Noodle Nest,Ramen,Main,5.0,"Loved every bite, the quality is consistently excellent.",positive,35.0,28.0,19.74,2024-12-23
TI000264,ORD00101,C0049,Noodle Nest,Dumpling,Side,5.0,"Loved every bite, the quality is consistently excellent.",positive,35.0,28.0,19.74,2024-12-23
TI000265,ORD00101,C0049,Noodle Nest,Jasmine Tea,Drink,5.0,"Loved every bite, the quality is consistently excellent.",positive,35.0,28.0,19.74,2024-12-23
TI000266,ORD00102,C0098,Burger Barn,Veggie Burger,Main,5.0,"Outstanding food, the whole family enjoyed it.",positive,62.0,35.0,13.11,2024-07-16
TI000267,ORD00102,C0098,Burger Barn,Onion Rings,Side,5.0,"Outstanding food, the whole family enjoyed it.",positive,62.0,35.0,13.11,2024-07-16
TI000268,ORD00102,C0098,Burger Barn,Coke,Drink,5.0,"Outstanding food, the whole family enjoyed it.",positive,62.0,35.0,13.11,2024-07-16
TI000269,ORD00103,C0085,Burger Barn,Double Burger,Main,5.0,Absolutely delicious! Will definitely order again.,positive,75.0,24.0,14.67,2024-02-21
TI000270,ORD00103,C0085,Burger Barn,Fries,Side,5.0,Absolutely delicious! Will definitely order again.,positive,75.0,24.0,14.67,2024-02-21
TI000271,ORD00103,C0085,Burger Barn,Milkshake,Drink,5.0,Absolutely delicious! Will definitely order again.,positive,75.0,24.0,14.67,2024-02-21
TI000272,ORD00104,C0040,Sushi Spot,Shrimp Tempura,Side,4.0,Superb quality! The meal was warm and delicious.,positive,50.0,35.0,26.91,2024-02-08
TI000273,ORD00104,C0040,Sushi Spot,Salmon Sushi,Main,4.0,Superb quality! The meal was warm and delicious.,positive,50.0,35.0,26.91,2024-02-08
TI000274,ORD00104,C0040,Sushi Spot,Green Salad,Side,4.0,Superb quality! The meal was warm and delicious.,positive,50.0,,26.91,2024-02-08
TI000275,ORD00105,C0137,Noodle Nest,Ramen,Main,5.0,,positive,,30.0,19.91,2024-07-13
TI000276,ORD00105,C0137,Noodle Nest,Spring Rolls,Side,5.0,Highly satisfied with the taste and delivery speed.,,40.0,30.0,19.91,2024-07-13
TI000277,ORD00105,C0137,Noodle Nest,Jasmine Tea,Drink,5.0,Highly satisfied with the taste and delivery speed.,positive,40.0,30.0,19.91,2024-07-13
TI000278,ORD00106,C0059,Burger Barn,Burger,Main,5.0,"Best meal I've had in a long time, highly recommend!",positive,47.0,13.0,11.0,2024-02-16
TI000279,ORD00106,C0059,Burger Barn,Onion Rings,Side,5.0,"Best meal I've had in a long time, highly recommend!",positive,47.0,13.0,11.0,2024-02-16
TI000280,ORD00107,C0008,Salad Station,Caesar Salad,Side,4.0,"Loved every bite, the quality is consistently excellent.",positive,40.0,35.0,12.09,2024-01-24
TI000281,ORD00107,C0008,Salad Station,Avocado Toast,Main,4.0,"Loved every bite, the quality is consistently excellent.",positive,40.0,35.0,12.09,2024-01-24
TI000282,ORD00108,C0145,Sushi Spot,Tuna Roll,Main,2.0,,negative,70.0,15.0,16.81,2024-12-15
TI000283,ORD00108,C0145,Sushi Spot,Edamame,Side,2.0,Order arrived late and the food was undercooked.,negative,,15.0,16.81,2024-12-15
TI000284,ORD00108,C0145,Sushi Spot,Miso Soup,Side,2.0,Order arrived late and the food was undercooked.,negative,70.0,15.0,16.81,2024-12-15
TI000285,ORD00109,C0037,Pasta Point,Spaghetti Carbonara,Main,3.0,"Food was okay, nothing too special but decent.",,49.0,30.0,15.49,2024-04-28
TI000286,ORD00109,C0037,Pasta Point,Caesar Salad,Side,3.0,"Food was okay, nothing too special but decent.",neutral,49.0,30.0,15.49,2024-04-28
TI000287,ORD00110,C0041,Salad Station,Quinoa Bowl,Main,3.0,"Food was acceptable, could use more seasoning.",neutral,48.0,21.0,15.46,2024-02-07
TI000288,ORD00110,C0041,Salad Station,Smoothie,Drink,3.0,"Food was acceptable, could use more seasoning.",neutral,,21.0,15.46,2024-02-07
TI000289,ORD00111,C0051,Wrap World,Chicken Wrap,Main,4.0,Great portion size and incredibly tasty.,positive,74.0,25.0,12.18,2024-07-15
TI000290,ORD00111,C0051,Wrap World,Coleslaw,Side,4.0,Great portion size and incredibly tasty.,positive,74.0,25.0,12.18,2024-07-15
TI000291,ORD00111,C0051,Wrap World,Lemonade,Drink,4.0,Great portion size and incredibly tasty.,positive,74.0,25.0,12.18,2024-07-15
TI000292,ORD00112,C0102,Wrap World,Beef Wrap,Main,5.0,Absolutely delicious! Will definitely order again.,positive,20.0,28.0,15.69,2024-05-20
TI000293,ORD00112,C0102,Wrap World,Fries,Side,5.0,Absolutely delicious! Will definitely order again.,positive,20.0,28.0,15.69,2024-05-20
TI000294,ORD00112,C0102,Wrap World,Coke,Drink,5.0,Absolutely delicious! Will definitely order again.,positive,20.0,28.0,15.69,2024-05-20
TI000295,ORD00112,C0102,Wrap World,Lemonade,Drink,5.0,Absolutely delicious! Will definitely order again.,positive,20.0,28.0,15.69,2024-05-20
TI000296,ORD00113,C0059,Salad Station,Quinoa Bowl,Main,3.0,"Decent food, portions could be a bit larger.",neutral,71.0,21.0,13.92,2024-11-06
TI000297,ORD00113,C0059,Salad Station,Smoothie,Drink,3.0,"Decent food, portions could be a bit larger.",neutral,71.0,,13.92,2024-11-06
TI000298,ORD00114,C0011,Sushi Spot,Salmon Sushi,Main,4.0,"The food arrived hot and fresh, exceeded my expectations.",positive,70.0,24.0,19.04,2024-06-07
TI000299,ORD00114,C0011,Sushi Spot,Miso Soup,Side,,"The food arrived hot and fresh, exceeded my expectations.",positive,70.0,24.0,19.04,2024-06-07
TI000300,ORD00114,C0011,Sushi Spot,Green Salad,Side,,"The food arrived hot and fresh, exceeded my expectations.",positive,70.0,24.0,19.04,2024-06-07
TI000301,ORD00115,C0107,Pizza Palace,BBQ Chicken Pizza,Main,5.0,Great portion size and incredibly tasty.,positive,32.0,14.0,17.55,2024-03-30
TI000302,ORD00115,C0107,Pizza Palace,Caesar Salad,Side,5.0,Great portion size and incredibly tasty.,positive,32.0,14.0,17.55,2024-03-30
TI000303,ORD00116,C0124,Wrap World,Falafel Wrap,Main,4.0,,positive,67.0,20.0,11.09,2024-05-31
TI000304,ORD00116,C0124,Wrap World,Coleslaw,Side,4.0,"Best meal I've had in a long time, highly recommend!",positive,67.0,20.0,11.09,2024-05-31
TI000305,ORD00117,C0102,Sushi Spot,Tuna Roll,Main,,Overpriced for such average food quality.,negative,43.0,12.0,18.05,2024-10-12
TI000306,ORD00117,C0102,Sushi Spot,Edamame,Side,1.0,Overpriced for such average food quality.,negative,43.0,12.0,18.05,2024-10-12
TI000307,ORD00117,C0102,Sushi Spot,Miso Soup,Side,1.0,Overpriced for such average food quality.,negative,,12.0,18.05,2024-10-12
TI000308,ORD00118,C0068,Pizza Palace,Margherita Pizza,Main,,"Cold food and extremely late delivery, very unhappy.",negative,44.0,30.0,15.35,2024-10-26
TI000309,ORD00118,C0068,Pizza Palace,Garlic Bread,Side,2.0,"Cold food and extremely late delivery, very unhappy.",negative,44.0,30.0,15.35,2024-10-26
TI000310,ORD00118,C0068,Pizza Palace,Pepsi,Drink,2.0,"Cold food and extremely late delivery, very unhappy.",negative,44.0,30.0,15.35,2024-10-26
TI000311,ORD00119,C0144,Salad Station,Greek Salad,Side,4.0,"Outstanding food, the whole family enjoyed it.",positive,59.0,17.0,10.78,2024-06-16
TI000312,ORD00119,C0144,Salad Station,Smoothie,Drink,,"Outstanding food, the whole family enjoyed it.",positive,59.0,17.0,10.78,2024-06-16
TI000313,ORD00120,C0010,Wrap World,Chicken Wrap,Main,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,51.0,13.0,12.16,2024-06-04
TI000314,ORD00120,C0010,Wrap World,Coleslaw,Side,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,51.0,13.0,12.16,2024-06-04
TI000315,ORD00120,C0010,Wrap World,Lemonade,Drink,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,51.0,13.0,12.16,2024-06-04
TI000316,ORD00121,C0139,Noodle Nest,Ramen,Main,5.0,"Fresh ingredients and great presentation, loved it.",positive,,33.0,20.42,2024-08-02
TI000317,ORD00121,C0139,Noodle Nest,Dumpling,Side,5.0,"Fresh ingredients and great presentation, loved it.",positive,57.0,33.0,20.42,2024-08-02
TI000318,ORD00121,C0139,Noodle Nest,Jasmine Tea,Drink,5.0,"Fresh ingredients and great presentation, loved it.",positive,57.0,33.0,20.42,2024-08-02
TI000319,ORD00122,C0072,Pizza Palace,Margherita Pizza,Main,4.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,64.0,21.0,13.9,2024-01-17
TI000320,ORD00122,C0072,Pizza Palace,Garlic Bread,Side,4.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,64.0,21.0,13.9,2024-01-17
TI000321,ORD00122,C0072,Pizza Palace,Pepsi,Drink,,"Amazing flavors, perfectly seasoned. Five stars!",positive,64.0,21.0,13.9,2024-01-17
TI000322,ORD00123,C0095,Taco Town,Beef Taco,Main,3.0,"Average meal, met my basic expectations.",neutral,61.0,21.0,12.09,2024-10-05
TI000323,ORD00123,C0095,Taco Town,Nachos,Side,3.0,"Average meal, met my basic expectations.",neutral,,21.0,12.09,2024-10-05
TI000324,ORD00123,C0095,Taco Town,Horchata,Drink,3.0,"Average meal, met my basic expectations.",neutral,61.0,21.0,12.09,2024-10-05
TI000325,ORD00124,C0006,Salad Station,Greek Salad,Side,2.0,"The worst delivery experience, food was inedible.",negative,70.0,20.0,9.97,2024-01-26
TI000326,ORD00124,C0006,Salad Station,Smoothie,Drink,2.0,"The worst delivery experience, food was inedible.",negative,70.0,20.0,9.97,2024-01-26
TI000327,ORD00125,C0142,Pasta Point,Spaghetti Carbonara,Main,,"It was fine, delivery was a little late though.",,57.0,16.0,15.6,2024-04-16
TI000328,ORD00125,C0142,Pasta Point,Garlic Bread,Side,3.0,"It was fine, delivery was a little late though.",neutral,57.0,16.0,15.6,2024-04-16
TI000329,ORD00125,C0142,Pasta Point,Coke,Drink,3.0,"It was fine, delivery was a little late though.",neutral,57.0,,15.6,2024-04-16
TI000330,ORD00126,C0038,Burger Barn,Veggie Burger,Main,2.0,,negative,54.0,18.0,13.07,2024-03-07
TI000331,ORD00126,C0038,Burger Barn,Onion Rings,Side,2.0,"Very disappointed, the food was cold and tasteless.",,54.0,18.0,13.07,2024-03-07
TI000332,ORD00126,C0038,Burger Barn,Coke,Drink,2.0,"Very disappointed, the food was cold and tasteless.",negative,54.0,18.0,13.07,2024-03-07
TI000333,ORD00127,C0061,Sushi Spot,Salmon Sushi,Main,2.0,"Not happy at all, low quality and rude service.",negative,,10.0,19.32,2024-10-28
TI000334,ORD00127,C0061,Sushi Spot,Miso Soup,Side,2.0,"Not happy at all, low quality and rude service.",negative,,10.0,19.32,2024-10-28
TI000335,ORD00127,C0061,Sushi Spot,Green Salad,Side,2.0,"Not happy at all, low quality and rude service.",negative,40.0,10.0,19.32,2024-10-28
TI000336,ORD00128,C0122,Noodle Nest,Pad Thai,Main,2.0,Overpriced for such average food quality.,negative,69.0,,16.51,2024-08-17
TI000337,ORD00128,C0122,Noodle Nest,Spring Rolls,Side,2.0,Overpriced for such average food quality.,negative,69.0,21.0,16.51,2024-08-17
TI000338,ORD00129,C0134,Pasta Point,Penne Arrabiata,Main,2.0,"Very poor experience, missing items from my order.",negative,,30.0,18.4,2024-06-03
TI000339,ORD00129,C0134,Pasta Point,Garlic Bread,Side,2.0,"Very poor experience, missing items from my order.",negative,49.0,30.0,18.4,2024-06-03
TI000340,ORD00129,C0134,Pasta Point,Tiramisu,Dessert,2.0,"Very poor experience, missing items from my order.",negative,,30.0,18.4,2024-06-03
TI000341,ORD00130,C0126,Noodle Nest,Ramen,Main,4.0,"The food arrived hot and fresh, exceeded my expectations.",positive,48.0,12.0,20.77,2024-12-30
TI000342,ORD00130,C0126,Noodle Nest,Dumpling,Side,4.0,"The food arrived hot and fresh, exceeded my expectations.",positive,48.0,12.0,20.77,2024-12-30
TI000343,ORD00130,C0126,Noodle Nest,Jasmine Tea,Drink,4.0,"The food arrived hot and fresh, exceeded my expectations.",positive,,12.0,20.77,2024-12-30
TI000344,ORD00131,C0150,Pizza Palace,Pepperoni Pizza,Main,4.0,Quick delivery and the food tasted fantastic!,positive,65.0,20.0,15.23,2024-10-07
TI000345,ORD00131,C0150,Pizza Palace,Pepsi,Drink,4.0,Quick delivery and the food tasted fantastic!,positive,65.0,20.0,15.23,2024-10-07
TI000346,ORD00131,C0150,Pizza Palace,Garlic Bread,Side,4.0,Quick delivery and the food tasted fantastic!,positive,65.0,,15.23,2024-10-07
TI000347,ORD00132,C0026,Salad Station,Quinoa Bowl,Main,5.0,Superb quality! The meal was warm and delicious.,positive,27.0,30.0,13.78,2024-12-25
TI000348,ORD00132,C0026,Salad Station,Green Salad,Side,5.0,Superb quality! The meal was warm and delicious.,positive,27.0,30.0,13.78,2024-12-25
TI000349,ORD00133,C0059,Pasta Point,Spaghetti Carbonara,Main,5.0,Great portion size and incredibly tasty.,positive,41.0,,15.78,2024-07-30
TI000350,ORD00133,C0059,Pasta Point,Caesar Salad,Side,5.0,Great portion size and incredibly tasty.,positive,41.0,24.0,15.78,2024-07-30
TI000351,ORD00134,C0096,Noodle Nest,Udon,Main,5.0,"Best meal I've had in a long time, highly recommend!",positive,63.0,25.0,17.1,2024-03-19
TI000352,ORD00134,C0096,Noodle Nest,Spring Rolls,Side,,"Best meal I've had in a long time, highly recommend!",positive,,25.0,17.1,2024-03-19
TI000353,ORD00134,C0096,Noodle Nest,Jasmine Tea,Drink,5.0,"Best meal I've had in a long time, highly recommend!",positive,63.0,25.0,17.1,2024-03-19
TI000354,ORD00135,C0096,Noodle Nest,Ramen,Main,4.0,Great portion size and incredibly tasty.,positive,55.0,11.0,19.64,2024-03-07
TI000355,ORD00135,C0096,Noodle Nest,Spring Rolls,Side,4.0,Great portion size and incredibly tasty.,positive,55.0,11.0,19.64,2024-03-07
TI000356,ORD00135,C0096,Noodle Nest,Jasmine Tea,Drink,4.0,Great portion size and incredibly tasty.,positive,55.0,11.0,19.64,2024-03-07
TI000357,ORD00136,C0109,Pizza Palace,Margherita Pizza,Main,,Overpriced for such average food quality.,,38.0,29.0,14.09,2024-01-27
TI000358,ORD00136,C0109,Pizza Palace,Garlic Bread,Side,2.0,Overpriced for such average food quality.,negative,38.0,29.0,14.09,2024-01-27
TI000359,ORD00136,C0109,Pizza Palace,Pepsi,Drink,2.0,Overpriced for such average food quality.,negative,38.0,29.0,14.09,2024-01-27
TI000360,ORD00137,C0058,Pasta Point,Penne Arrabiata,Main,5.0,"Excellent taste and fast delivery, very satisfied!",positive,42.0,27.0,14.72,2024-02-25
TI000361,ORD00137,C0058,Pasta Point,Tiramisu,Dessert,5.0,"Excellent taste and fast delivery, very satisfied!",positive,42.0,27.0,14.72,2024-02-25
TI000362,ORD00138,C0143,Pasta Point,Spaghetti Carbonara,Main,3.0,"It was fine, delivery was a little late though.",neutral,58.0,31.0,16.64,2024-01-14
TI000363,ORD00138,C0143,Pasta Point,Caesar Salad,Side,3.0,"It was fine, delivery was a little late though.",neutral,58.0,31.0,16.64,2024-01-14
TI000364,ORD00139,C0090,Wrap World,Beef Wrap,Main,4.0,"The food arrived hot and fresh, exceeded my expectations.",positive,31.0,14.0,13.1,2024-01-04
TI000365,ORD00139,C0090,Wrap World,Fries,Side,4.0,"The food arrived hot and fresh, exceeded my expectations.",positive,31.0,14.0,13.1,2024-01-04
TI000366,ORD00139,C0090,Wrap World,Coke,Drink,4.0,"The food arrived hot and fresh, exceeded my expectations.",positive,31.0,14.0,13.1,2024-01-04
